Country,Date,Confirmed Cases,New Cases,Confirmed Deaths,New Deaths,Income,Region,Population,year,cpm,dpm,new_cases_per_million,new_deaths_per_million,cases_income,deaths_income,new_cases_income,new_deaths_income,cpm_income,dpm_income,new_cpm_income,new_dpm_income,cases_region,deaths_region,new_cases_region,new_deaths_region,cpm_region,dpm_region,new_cpm_region,new_dpm_region
Kazakhstan,17/11/2024,1504370,0,19072,0,Upper middle income,European Region,19196465,,78367.03268,993.5162542,0,0,222912998,2541495,1387,11,88462.32575,1008.584338,0.55042661,0.004365316,280454924,2277200,37900,165,301302.3726,2446.474297,40.71727378,0.177265176
Kenya,17/11/2024,344109,,5689,,Lower middle income,African Region,53005614,,6491.934986,107.3282539,,,78216924,927992,71,1,23026.94485,273.1994499,0.020902293,0.000294398,9045325,174423,0,0,7779.867385,150.0209013,0,0
Kiribati,17/11/2024,5085,,24,,Lower middle income,Western Pacific Region,128874,,39457.14419,186.2284091,,,78216924,927992,71,1,23026.94485,273.1994499,0.020902293,0.000294398,208587244,421594,1540,9,108395.926,219.088527,0.800287318,0.004677004
Kosovo,17/11/2024,274279,,3212,,Upper middle income,European Region,1662009,,165028.5889,1932.600846,,,222912998,2541495,1387,11,88462.32575,1008.584338,0.55042661,0.004365316,280454924,2277200,37900,165,301302.3726,2446.474297,40.71727378,0.177265176
Kuwait,17/11/2024,667290,,2570,,High income,Eastern Mediterranean Region,4250114,,157005.2003,604.6896624,,,455558910,3457623,40253,546,365744.6293,2775.946238,32.31704669,0.438355091,23417911,351975,0,0,30756.04211,462.2683007,0,0
Kyrgyzstan,17/11/2024,88953,0,1024,0,Lower middle income,European Region,6527743,,13626.91515,156.8689209,0,0,78216924,927992,71,1,23026.94485,273.1994499,0.020902293,0.000294398,280454924,2277200,37900,165,301302.3726,2446.474297,40.71727378,0.177265176
Laos,17/11/2024,219060,,671,,Lower middle income,Western Pacific Region,7425057,,29502.80382,90.36967662,,,78216924,927992,71,1,23026.94485,273.1994499,0.020902293,0.000294398,208587244,421594,1540,9,108395.926,219.088527,0.800287318,0.004677004
Latvia,17/11/2024,977765,0,7475,0,High income,European Region,1873919,,521775.4876,3988.966439,0,0,455558910,3457623,40253,546,365744.6293,2775.946238,32.31704669,0.438355091,280454924,2277200,37900,165,301302.3726,2446.474297,40.71727378,0.177265176
Lebanon,17/11/2024,1239904,,10947,,Lower middle income,Eastern Mediterranean Region,5592631,,221703.1662,1957.397154,,,78216924,927992,71,1,23026.94485,273.1994499,0.020902293,0.000294398,23417911,351975,0,0,30756.04211,462.2683007,0,0
Lesotho,17/11/2024,36138,,709,,Lower middle income,African Region,2281454,,15839.89859,310.7667303,,,78216924,927992,71,1,23026.94485,273.1994499,0.020902293,0.000294398,9045325,174423,0,0,7779.867385,150.0209013,0,0
Liberia,17/11/2024,7932,,294,,Low income,African Region,5193416,,1527.318435,56.61013868,,,1944457,43529,0,0,2707.195641,60.60381847,0,0,9045325,174423,0,0,7779.867385,150.0209013,0,0
Libya,17/11/2024,507269,,6437,,Upper middle income,Eastern Mediterranean Region,6735277,,75315.23945,955.7142193,,,222912998,2541495,1387,11,88462.32575,1008.584338,0.55042661,0.004365316,23417911,351975,0,0,30756.04211,462.2683007,0,0
Liechtenstein,17/11/2024,21606,0,89,0,High income,,39039,,553446.5534,2279.771511,0,0,455558910,3457623,40253,546,365744.6293,2775.946238,32.31704669,0.438355091,1310931,4286,0,0,,,,
Lithuania,17/11/2024,1415915,678,9855,0,High income,European Region,2786651,,508106.3255,3536.503136,243.3028033,0,455558910,3457623,40253,546,365744.6293,2775.946238,32.31704669,0.438355091,280454924,2277200,37900,165,301302.3726,2446.474297,40.71727378,0.177265176
Luxembourg,17/11/2024,396344,116,1000,0,High income,European Region,639321,,619945.2231,1564.159475,181.4424992,0,455558910,3457623,40253,546,365744.6293,2775.946238,32.31704669,0.438355091,280454924,2277200,37900,165,301302.3726,2446.474297,40.71727378,0.177265176
Madagascar,17/11/2024,68575,,1428,,Low income,African Region,28915653,,2371.552875,49.38501648,,,1944457,43529,0,0,2707.195641,60.60381847,0,0,9045325,174423,0,0,7779.867385,150.0209013,0,0
Malawi,17/11/2024,89168,,2686,,Low income,African Region,19889742,,4483.114964,135.0444868,,,1944457,43529,0,0,2707.195641,60.60381847,0,0,9045325,174423,0,0,7779.867385,150.0209013,0,0
Malaysia,17/11/2024,5320263,,37351,,Upper middle income,Western Pacific Region,33573874,,158464.3762,1112.501941,,,222912998,2541495,1387,11,88462.32575,1008.584338,0.55042661,0.004365316,208587244,421594,1540,9,108395.926,219.088527,0.800287318,0.004677004
Maldives,17/11/2024,186694,,316,,Upper middle income,South-East Asia Region,521457,,358023.768,605.9943581,,,222912998,2541495,1387,11,88462.32575,1008.584338,0.55042661,0.004365316,61323334,808857,622,2,29819.66848,393.322509,0.302459644,0.000972539
Mali,17/11/2024,33177,,743,,Low income,African Region,21904983,,1514.586886,33.91922285,,,1944457,43529,0,0,2707.195641,60.60381847,0,0,9045325,174423,0,0,7779.867385,150.0209013,0,0
Malta,17/11/2024,123552,0,1167,0,High income,European Region,526748,,234556.1825,2215.480647,0,0,455558910,3457623,40253,546,365744.6293,2775.946238,32.31704669,0.438355091,280454924,2277200,37900,165,301302.3726,2446.474297,40.71727378,0.177265176
Marshall Islands,17/11/2024,16297,,17,,Upper middle income,Western Pacific Region,42050,,387562.4257,404.2806183,,,222912998,2541495,1387,11,88462.32575,1008.584338,0.55042661,0.004365316,208587244,421594,1540,9,108395.926,219.088527,0.800287318,0.004677004
Martinique,17/11/2024,230354,,1104,,,,368796,,624610.896,2993.524876,,,18263911,105690,0,0,,,,,1310931,4286,0,0,,,,
Mauritania,17/11/2024,63876,,997,,Lower middle income,African Region,4614974,,13841.03139,216.0358867,,,78216924,927992,71,1,23026.94485,273.1994499,0.020902293,0.000294398,9045325,174423,0,0,7779.867385,150.0209013,0,0
Mauritius,17/11/2024,329238,,1074,,Upper middle income,African Region,1298915,,253471.5513,826.8439428,,,222912998,2541495,1387,11,88462.32575,1008.584338,0.55042661,0.004365316,9045325,174423,0,0,7779.867385,150.0209013,0,0
Mayotte,17/11/2024,42027,,187,,,,316014,,132990.9434,591.7459353,,,18263911,105690,0,0,,,,,1310931,4286,0,0,,,,
Mexico,17/11/2024,7622411,15,334802,0,Upper middle income,Region of the Americas,126705138,,60158.6575,2642.37114,0.118385097,0,222912998,2541495,1387,11,88462.32575,1008.584338,0.55042661,0.004365316,192757531,3037994,1649,382,187826.4154,2960.276156,1.606815346,0.372227691
Micronesia (Federated States of),17/11/2024,31765,,62,,Lower middle income,Western Pacific Region,113131,,280780.6879,548.0372312,,,78216924,927992,71,1,23026.94485,273.1994499,0.020902293,0.000294398,208587244,421594,1540,9,108395.926,219.088527,0.800287318,0.004677004
Monaco,17/11/2024,17181,,67,,High income,European Region,36686,,468325.7919,1826.309764,,,455558910,3457623,40253,546,365744.6293,2775.946238,32.31704669,0.438355091,280454924,2277200,37900,165,301302.3726,2446.474297,40.71727378,0.177265176
Mongolia,17/11/2024,1011489,,2136,,Upper middle income,Western Pacific Region,3347782,,302137.0567,638.0343762,,,222912998,2541495,1387,11,88462.32575,1008.584338,0.55042661,0.004365316,208587244,421594,1540,9,108395.926,219.088527,0.800287318,0.004677004
Montenegro,17/11/2024,251280,0,2654,0,Upper middle income,European Region,627859,,400217.2462,4227.06372,0,0,222912998,2541495,1387,11,88462.32575,1008.584338,0.55042661,0.004365316,280454924,2277200,37900,165,301302.3726,2446.474297,40.71727378,0.177265176
Montserrat,17/11/2024,1403,,8,,,Region of the Americas,4417,,317636.4048,1811.184062,,,18263911,105690,0,0,,,,,192757531,3037994,1649,382,187826.4154,2960.276156,1.606815346,0.372227691
Morocco,17/11/2024,1279115,,16305,,Lower middle income,Eastern Mediterranean Region,37076584,,34499.26779,439.7654325,,,78216924,927992,71,1,23026.94485,273.1994499,0.020902293,0.000294398,23417911,351975,0,0,30756.04211,462.2683007,0,0
Mozambique,17/11/2024,233845,,2252,,Low income,African Region,32077072,,7290.098049,70.20590907,,,1944457,43529,0,0,2707.195641,60.60381847,0,0,9045325,174423,0,0,7779.867385,150.0209013,0,0
Myanmar (Burma),17/11/2024,643232,1,19494,0,Lower middle income,South-East Asia Region,53798084,,11956.41094,362.3549121,0.018588023,0,78216924,927992,71,1,23026.94485,273.1994499,0.020902293,0.000294398,61323334,808857,622,2,29819.66848,393.322509,0.302459644,0.000972539
Namibia,17/11/2024,172556,,4110,,Upper middle income,African Region,2530151,,68199.88214,1624.408978,,,222912998,2541495,1387,11,88462.32575,1008.584338,0.55042661,0.004365316,9045325,174423,0,0,7779.867385,150.0209013,0,0
Nauru,17/11/2024,5393,,1,,High income,Western Pacific Region,12511,,431060.6666,79.9296619,,,455558910,3457623,40253,546,365744.6293,2775.946238,32.31704669,0.438355091,208587244,421594,1540,9,108395.926,219.088527,0.800287318,0.004677004
Nepal,17/11/2024,1003450,,12031,,Lower middle income,South-East Asia Region,30034989,,33409.36799,400.566153,,,78216924,927992,71,1,23026.94485,273.1994499,0.020902293,0.000294398,61323334,808857,622,2,29819.66848,393.322509,0.302459644,0.000972539
Netherlands,17/11/2024,8643010,304,22986,0,High income,European Region,17501696,,493838.4257,1313.358431,17.36974519,0,455558910,3457623,40253,546,365744.6293,2775.946238,32.31704669,0.438355091,280454924,2277200,37900,165,301302.3726,2446.474297,40.71727378,0.177265176
New Caledonia,17/11/2024,80203,,314,,High income,Western Pacific Region,287800,,278676.164,1091.035441,,,455558910,3457623,40253,546,365744.6293,2775.946238,32.31704669,0.438355091,208587244,421594,1540,9,108395.926,219.088527,0.800287318,0.004677004
New Zealand,17/11/2024,2655833,1422,4468,7,High income,Western Pacific Region,5129727,,517733.7897,871.0015172,277.2077344,1.364595036,455558910,3457623,40253,546,365744.6293,2775.946238,32.31704669,0.438355091,208587244,421594,1540,9,108395.926,219.088527,0.800287318,0.004677004
Nicaragua,17/11/2024,16194,0,245,0,Lower middle income,Region of the Americas,6850540,,2363.90124,35.76360404,0,0,78216924,927992,71,1,23026.94485,273.1994499,0.020902293,0.000294398,192757531,3037994,1649,382,187826.4154,2960.276156,1.606815346,0.372227691
Niger,17/11/2024,9528,,315,,Low income,African Region,25252722,,377.3058603,12.47390281,,,1944457,43529,0,0,2707.195641,60.60381847,0,0,9045325,174423,0,0,7779.867385,150.0209013,0,0
Nigeria,17/11/2024,267189,,3155,,Lower middle income,African Region,213401323,,1252.049407,14.7843507,,,78216924,927992,71,1,23026.94485,273.1994499,0.020902293,0.000294398,9045325,174423,0,0,7779.867385,150.0209013,0,0
Niue,17/11/2024,1092,,0,,,Western Pacific Region,1937,,563758.3893,0,,,18263911,105690,0,0,,,,,208587244,421594,1540,9,108395.926,219.088527,0.800287318,0.004677004
North Macedonia,17/11/2024,352055,2,9990,0,Upper middle income,European Region,2103330,,167379.8215,4749.611331,0.950873139,0,222912998,2541495,1387,11,88462.32575,1008.584338,0.55042661,0.004365316,280454924,2277200,37900,165,301302.3726,2446.474297,40.71727378,0.177265176
Northern Mariana Islands,17/11/2024,14985,,41,,High income,Western Pacific Region,49481,,302843.5157,828.6008771,,,455558910,3457623,40253,546,365744.6293,2775.946238,32.31704669,0.438355091,208587244,421594,1540,9,108395.926,219.088527,0.800287318,0.004677004
Norway,17/11/2024,1527115,909,5732,0,High income,European Region,5403021,,282640.9522,1060.887974,168.2392128,0,455558910,3457623,40253,546,365744.6293,2775.946238,32.31704669,0.438355091,280454924,2277200,37900,165,301302.3726,2446.474297,40.71727378,0.177265176
Palestinian Territories,17/11/2024,703228,,5708,,Lower middle income,Eastern Mediterranean Region,5133392,,136990.9019,1111.935344,,,78216924,927992,71,1,23026.94485,273.1994499,0.020902293,0.000294398,23417911,351975,0,0,30756.04211,462.2683007,0,0
Oman,17/11/2024,399449,,4628,,High income,Eastern Mediterranean Region,4520471,,88364.46468,1023.787123,,,455558910,3457623,40253,546,365744.6293,2775.946238,32.31704669,0.438355091,23417911,351975,0,0,30756.04211,462.2683007,0,0
Pakistan,17/11/2024,1580631,,30656,,Lower middle income,Eastern Mediterranean Region,231402117,,6830.667846,132.4793411,,,78216924,927992,71,1,23026.94485,273.1994499,0.020902293,0.000294398,23417911,351975,0,0,30756.04211,462.2683007,0,0
Palau,17/11/2024,6372,,10,,High income,Western Pacific Region,18024,,353528.6285,554.8158012,,,455558910,3457623,40253,546,365744.6293,2775.946238,32.31704669,0.438355091,208587244,421594,1540,9,108395.926,219.088527,0.800287318,0.004677004
Panama,17/11/2024,1044987,,8756,,High income,Region of the Americas,4351267,,240156.9474,2012.287456,,,455558910,3457623,40253,546,365744.6293,2775.946238,32.31704669,0.438355091,192757531,3037994,1649,382,187826.4154,2960.276156,1.606815346,0.372227691
Papua New Guinea,17/11/2024,46864,,670,,Lower middle income,Western Pacific Region,9949437,,4710.216267,67.34049374,,,78216924,927992,71,1,23026.94485,273.1994499,0.020902293,0.000294398,208587244,421594,1540,9,108395.926,219.088527,0.800287318,0.004677004
Paraguay,17/11/2024,735759,,19880,,Upper middle income,Region of the Americas,6703799,,109752.5448,2965.482706,,,222912998,2541495,1387,11,88462.32575,1008.584338,0.55042661,0.004365316,192757531,3037994,1649,382,187826.4154,2960.276156,1.606815346,0.372227691
Peru,17/11/2024,4526977,,220975,,Upper middle income,Region of the Americas,33715471,,134270.021,6554.112799,,,222912998,2541495,1387,11,88462.32575,1008.584338,0.55042661,0.004365316,192757531,3037994,1649,382,187826.4154,2960.276156,1.606815346,0.372227691
Philippines,17/11/2024,4140383,,66864,,Lower middle income,Western Pacific Region,113880328,,36357.31537,587.1426714,,,78216924,927992,71,1,23026.94485,273.1994499,0.020902293,0.000294398,208587244,421594,1540,9,108395.926,219.088527,0.800287318,0.004677004
Pitcairn Islands,17/11/2024,4,,0,,,,,,,,,,18263911,105690,0,0,,,,,1310931,4286,0,0,,,,
Poland,17/11/2024,6763226,1070,120938,15,High income,European Region,38307726,,176549.921,3157.013288,27.93170234,0.391565921,455558910,3457623,40253,546,365744.6293,2775.946238,32.31704669,0.438355091,280454924,2277200,37900,165,301302.3726,2446.474297,40.71727378,0.177265176
Portugal,17/11/2024,5669904,104,29062,8,High income,European Region,10290103,,551005.5633,2824.267162,10.10679874,0.777446057,455558910,3457623,40253,546,365744.6293,2775.946238,32.31704669,0.438355091,280454924,2277200,37900,165,301302.3726,2446.474297,40.71727378,0.177265176
Puerto Rico,17/11/2024,1252713,,5938,,High income,Region of the Americas,3256028,,384736.5563,1823.694391,,,455558910,3457623,40253,546,365744.6293,2775.946238,32.31704669,0.438355091,192757531,3037994,1649,382,187826.4154,2960.276156,1.606815346,0.372227691
Qatar,17/11/2024,514524,,690,,High income,Eastern Mediterranean Region,2688235,,191398.4454,256.6739887,,,455558910,3457623,40253,546,365744.6293,2775.946238,32.31704669,0.438355091,23417911,351975,0,0,30756.04211,462.2683007,0,0
South Korea,17/11/2024,34571873,,35934,,High income,Western Pacific Region,51830139,,667022.5793,693.3031764,,,455558910,3457623,40253,546,365744.6293,2775.946238,32.31704669,0.438355091,208587244,421594,1540,9,108395.926,219.088527,0.800287318,0.004677004
Moldova,17/11/2024,650736,29,12282,1,Upper middle income,European Region,3061506,,212554.2135,4011.751079,9.472462246,0.326636629,222912998,2541495,1387,11,88462.32575,1008.584338,0.55042661,0.004365316,280454924,2277200,37900,165,301302.3726,2446.474297,40.71727378,0.177265176
R�union,17/11/2024,494595,,921,,,,,,,,,,18263911,105690,0,0,,,,,1310931,4286,0,0,,,,
Romania,17/11/2024,3566814,43,68940,2,High income,European Region,19328560,,184535.9406,3566.742685,2.224687199,0.103473823,455558910,3457623,40253,546,365744.6293,2775.946238,32.31704669,0.438355091,280454924,2277200,37900,165,301302.3726,2446.474297,40.71727378,0.177265176
Russia,17/11/2024,24644428,25108,403718,46,High income,European Region,145102755,,169841.2136,2782.290384,173.0359978,0.317016724,455558910,3457623,40253,546,365744.6293,2775.946238,32.31704669,0.438355091,280454924,2277200,37900,165,301302.3726,2446.474297,40.71727378,0.177265176
Rwanda,17/11/2024,133266,,1468,,Low income,African Region,13461888,,9899.502952,109.048597,,,1944457,43529,0,0,2707.195641,60.60381847,0,0,9045325,174423,0,0,7779.867385,150.0209013,0,0
Saint Barth�lemy,17/11/2024,5507,,5,,,,,,,,,,18263911,105690,0,0,,,,,1310931,4286,0,0,,,,
St. Helena,17/11/2024,2166,,0,,,,5404,,400814.2117,0,,,18263911,105690,0,0,,,,,1310931,4286,0,0,,,,
St. Kitts & Nevis,17/11/2024,6607,,46,,High income,Region of the Americas,47606,,138785.0271,966.2647565,,,455558910,3457623,40253,546,365744.6293,2775.946238,32.31704669,0.438355091,192757531,3037994,1649,382,187826.4154,2960.276156,1.606815346,0.372227691
St. Lucia,17/11/2024,30231,0,410,0,Upper middle income,Region of the Americas,179651,,168276.269,2282.202715,0,0,222912998,2541495,1387,11,88462.32575,1008.584338,0.55042661,0.004365316,192757531,3037994,1649,382,187826.4154,2960.276156,1.606815346,0.372227691
Saint Martin (French part),17/11/2024,12324,,46,,High income,,31948,,385751.8468,1439.83974,,,455558910,3457623,40253,546,365744.6293,2775.946238,32.31704669,0.438355091,1310931,4286,0,0,,,,
St. Pierre & Miquelon,17/11/2024,3426,,2,,,,5883,,582355.9408,339.9626041,,,18263911,105690,0,0,,,,,1310931,4286,0,0,,,,
St. Vincent & Grenadines,17/11/2024,9674,,124,,Upper middle income,Region of the Americas,104332,,92723.22969,1188.513591,,,222912998,2541495,1387,11,88462.32575,1008.584338,0.55042661,0.004365316,192757531,3037994,1649,382,187826.4154,2960.276156,1.606815346,0.372227691
Samoa,17/11/2024,17057,,31,,Lower middle income,Western Pacific Region,218764,,77969.86707,141.7052166,,,78216924,927992,71,1,23026.94485,273.1994499,0.020902293,0.000294398,208587244,421594,1540,9,108395.926,219.088527,0.800287318,0.004677004
San Marino,17/11/2024,25292,,126,,High income,European Region,33745,,749503.6302,3733.886502,,,455558910,3457623,40253,546,365744.6293,2775.946238,32.31704669,0.438355091,280454924,2277200,37900,165,301302.3726,2446.474297,40.71727378,0.177265176
São Tomé & Príncipe,17/11/2024,6771,,80,,Lower middle income,African Region,223107,,30348.66678,358.5723442,,,78216924,927992,71,1,23026.94485,273.1994499,0.020902293,0.000294398,9045325,174423,0,0,7779.867385,150.0209013,0,0
Saudi Arabia,17/11/2024,841469,,9646,,High income,Eastern Mediterranean Region,35950396,,23406.39029,268.3141515,,,455558910,3457623,40253,546,365744.6293,2775.946238,32.31704669,0.438355091,23417911,351975,0,0,30756.04211,462.2683007,0,0
Senegal,17/11/2024,89315,,1972,,Lower middle income,African Region,16876720,,5292.201328,116.8473495,,,78216924,927992,71,1,23026.94485,273.1994499,0.020902293,0.000294398,9045325,174423,0,0,7779.867385,150.0209013,0,0
